OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
580,2022,CA,FWS,DBR,FIVE,534,2022/03/23 00:00:00+00,2022/03/23 00:00:00+00,14,4,1,0.6094487,PH4G.  ,,{95922AC2-4309-43CC-AED7-21F9EABC1D37},,,2020,3484.375,288.3219042
581,2022,CA,USF,LPF,HOWARD 2,2477,2022/10/08 00:00:00+00,2022/10/10 00:00:00+00,9,2,1,74.61489,FIRIS captured perimeter.,,{04745F7C-3F8B-47A4-8EFE-C8F3C84742D9},,,2020,446285.1367,3865.438638
582,2022,CA,CCO,VNC,LYNN,105122,2022/11/17 00:00:00+00,2022/11/17 00:00:00+00,14,1,1,5.761822,,,{94396A63-3D17-4429-98CC-103F9D85833B},,,2020,34135.40625,955.7682741
583,2022,CA,CCO,VNC,ANA,77086,2022/08/25 00:00:00+00,2022/08/25 00:00:00+00,14,3,1,1.841502,"FIRIS aircraft, INTEL-24",,{31644E00-C263-4B4C-A373-4DCE7FA2831D},,,2020,10971.17188,475.3209456
584,2022,CA,LRA,VNC,CHAMBERS,23419,2022/03/16 00:00:00+00,2022/03/17 00:00:00+00,14,1,1,1.547286,,,{B541FD2D-0474-47CF-AF6C-C4576E03A590},,,2020,9217.691406,537.6913468
585,2022,CA,LRA,VNC,MOON,73287,2022/08/14 00:00:00+00,2022/08/14 00:00:00+00,14,1,1,1.424808,,,{EE538AD9-C557-40F2-9EDD-56C345B4E7FD},,,2020,8444.238281,452.7993093
586,2022,CA,USF,SHF,TEXAS,953,2022/09/09 00:00:00+00,2022/09/10 00:00:00+00,14,6,1,12.91249,,,{BA5FDCF1-23D0-43FD-8DA9-3FF21A5C0F81},,,2020,89850.25781,2061.55088
587,2022,CA,USF,KNF,ALEX,6290,2022/07/31 00:00:00+00,2022/08/03 00:00:00+00,14,3,1,150.4035,,,{E9A30E52-C8E6-4AA5-B7D8-967923865340},,,2020,1100802.367,6500.414625
588,2022,CA,CDF,TGU,TULARE,8878,2022/07/25 00:00:00+00,2022/07/25 00:00:00+00,10,4,1,134.4698,,,{0269DB87-31A2-4DDE-BAB4-74092225EF4E},,,2020,929037.6367,5645.738468
589,2022,CA,FWS,SJR,RIVER,1562,2022/10/25 00:00:00+00,2022/10/25 00:00:00+00,4,7,1,98.25912,P31N,,{A3353676-95D4-4415-A30B-402F6999188C},,,2020,634321.2656,6145.23828
590,2022,CA,BIA,CRA,LOST LAKE,528,2022/05/26 00:00:00+00,2022/06/05 00:00:00+00,14,7,,5856.573,,,{6982B546-8980-4FF2-B71B-A6D54A74689E},,,2020,34585556.43,41912.4241
591,2021,CA,CDF,BDU,CALVERT,573,2021/03/01 00:00:00+00,2021/03/01 00:00:00+00,18,1,1,257.8323,"197ac w/in project,73 out of proj, INC_NUM needs 8",,{8855F875-D5E9-4FD8-B3D8-C56E4F1400CE},,,2020,1638694.504,10145.66944
592,2021,CA,LRA,SKU,MEISS,2480,2021/04/05 00:00:00+00,2021/04/05 00:00:00+00,5,1,1,21.86377,,,{0D7D17A9-A86E-4196-8BC3-B6AB08734A3F},,,2020,159533.5586,2282.702452
593,2021,CA,LRA,SKU,REFUGE,2246,2021/03/27 00:00:00+00,2021/03/29 00:00:00+00,18,1,1,873.3917,,,{EFE986E6-1FB5-4072-ACA1-707C80363D98},,,2020,6392786.797,12370.08517
594,2021,CA,CDF,CZU,BONNY COMPLEX,468,2021/01/19 00:00:00+00,2021/01/22 00:00:00+00,9,7,1,20.30736,,BONNY COMPLEX,{EF6511F4-804F-4BE7-82D3-A4AFC274E09C},,468,2020,129374.5859,2331.546483
595,2021,CA,CDF,CZU,FREEDOM,489,2021/01/19 00:00:00+00,2021/01/22 00:00:00+00,11,1,1,33.25922,,,{6ACCD197-CBA4-4935-A071-CD15C99C7182},,,2020,211295.8281,4130.55441
596,2021,CA,CDF,CZU,PANTHER RIDGE,490,2021/01/19 00:00:00+00,2021/01/22 00:00:00+00,11,1,1,19.72582,,,{F67D8F11-53BD-4712-B956-486D3336B52B},,,2020,126036.8633,2212.695146
597,2021,CA,CDF,CZU,CHINA,508,2021/01/19 00:00:00+00,2021/01/21 00:00:00+00,9,1,1,21.93688,,,{1224C13D-3690-41BD-8E1C-F701368C9B50},,,2020,140121.8281,2424.069939
598,2021,CA,CDF,CZU,BUTANO,512,2021/01/19 00:00:00+00,2021/01/21 00:00:00+00,1,7,1,169.8688,,,{A189E89B-39E9-4961-BF49-C81311520461},,,2020,1086456.98,5329.488831
599,2021,CA,CDF,CZU,BLOOM,517,2021/01/19 00:00:00+00,2021/01/21 00:00:00+00,9,1,1,8.611075,,,{6ECE4D48-1968-4BCA-AAEB-76067BFA3DB0},,,2020,54969.96484,1321.454041
600,2021,CA,CDF,BTU,GUNNISON,5834,2021/05/08 00:00:00+00,2021/05/12 00:00:00+00,2,1,1,548.9937,,,{C8D93D6C-63DC-4301-9AEE-964061E7D04D},,,2020,3775210.875,10415.38178
601,2021,CA,LRA,BDU,FARMINGTON,7748,2021/06/09 00:00:00+00,2021/06/11 00:00:00+00,14,2,1,248.6175,,,{3C14A019-B265-4B54-B46C-A3A481D914DC},,,2020,1481024.242,9309.880253
602,2021,CA,CDF,MEU,TURNOUT,4952,2021/04/18 00:00:00+00,2021/04/25 00:00:00+00,18,1,1,191.6513,,,{ED32361B-2A0F-48A6-9950-0748F3B09A3A},,,2020,1287947.625,11247.11277
603,2021,CA,CDF,MEU,KIRK,7806,2021/06/21 00:00:00+00,2021/06/22 00:00:00+00,9,1,1,23.05541,,,{CBA27D31-AB0D-45A8-BABA-E3BAD3AAFAC4},,,2020,155760.0156,2163.52317
604,2021,CA,CDF,MEU,TOMKI,6427,2021/05/21 00:00:00+00,2021/05/24 00:00:00+00,14,1,1,18.17299,,,{E9C87F07-3F60-4E87-8AB1-8B3444C90827},,,2020,123207.0273,2539.833688
605,2021,CA,CDF,LMU,ROUND,3037,2021/06/08 00:00:00+00,2021/06/08 00:00:00+00,14,1,1,1.699813,,,{9B10376C-4CB1-4E9F-806A-9A1498B56287},,,2020,11905.72266,611.3045701
606,2021,CA,CDF,LMU,1-4 BIZZ,3403,2021/06/23 00:00:00+00,2021/06/25 00:00:00+00,1,1,1,13.89517,,,{81FB32B1-E8E0-45F0-B38B-495DA015A540},,,2020,97056.53906,1569.627664
607,2021,CA,CDF,LMU,4-3 PUMA,3442,2021/06/24 00:00:00+00,2021/06/25 00:00:00+00,1,1,1,132.4866,,,{8C9216F4-E039-485C-ABCA-A4E41FCCA96F},,,2020,958271.4648,6023.275705
608,2021,CA,CDF,SKU,BESWICK,5176,2021/06/28 00:00:00+00,2021/07/03 00:00:00+00,14,1,1,118.0034,,,{FA39AEF6-9C0A-4CAB-A437-B36C9E9B058E},,,2020,862439.5352,7735.893147
609,2021,CA,CDF,SKU,BROWNELL,2683,2021/04/13 00:00:00+00,2021/04/13 00:00:00+00,5,1,1,4.151186,,,{84261B99-7A97-4E27-9080-9C32B5781F47},,,2020,30385.97656,1084.379114
610,2021,CA,CDF,SKU,HOVEY,3282,2021/05/05 00:00:00+00,2021/05/05 00:00:00+00,5,1,1,4.767107,,,,,,2020,34677.00391,909.0903613
611,2021,CA,CDF,SKU,MARY,2959,2021/04/22 00:00:00+00,2021/04/22 00:00:00+00,18,1,1,4.059574,,,{CD16C8B1-DB39-4D90-A2BA-A7EC53625FF7},,,2020,29278.50781,994.964289
612,2021,CA,CDF,SKU,MEAMBER,4142,2021/05/30 00:00:00+00,2021/05/30 00:00:00+00,5,1,1,2.300643,,,{8E074241-5105-40E1-82AD-F1E974A80DED},,,2020,16686,586.9836072
613,2021,CA,CDF,SKU,RANCH,3333,2021/05/05 00:00:00+00,2021/05/05 00:00:00+00,5,1,1,1.678553,,,{E277EB57-761A-4D0D-AE31-3A721BA3136E},,,2020,12076.01172,594.3555453
614,2021,CA,CDF,SCU,STUHR,4064,2021/06/05 00:00:00+00,2021/06/05 00:00:00+00,9,1,1,21.63566,,,{629BA88A-6954-43D3-B3DC-350E55B01736},,,2020,138728.3164,1600.129901
615,2021,CA,CDF,SCU,PASEO,4612,2021/06/25 00:00:00+00,2021/06/25 00:00:00+00,2,1,1,37.56758,,,{A9FBCDD3-AD9B-4E1F-BEA8-5A746C40F338},,,2020,239502.043,3190.051224
616,2021,CA,CDF,SCU,DIABLO,5106,2021/07/11 00:00:00+00,2021/07/11 00:00:00+00,14,2,1,127.659,,,{B6BDC38E-D256-4AB6-B968-3A57263BE49D},,,2020,828774.707,5690.561471
617,2021,CA,LRA,SCU,PIERCY,4308,2021/06/14 00:00:00+00,2021/06/14 00:00:00+00,14,1,1,39.47499,,,{98CD0A5B-F31B-4CC4-AA0F-56135A2BC4C8},,,2020,252569.8008,2560.512035
618,2021,CA,CDF,SCU,KIRKER,4875,2021/07/04 00:00:00+00,2021/07/04 00:00:00+00,10,1,1,83.55169,,,{4BA252AF-146C-41C3-9D28-FB63FD6A162B},,,2020,545069.582,4400.705927
619,2021,CA,CDF,HUU,HARRIS,6479,2021/07/06 00:00:00+00,2021/07/06 00:00:00+00,14,1,1,16.39773,,,{A11FDDEB-13BB-4E19-8FF7-1E780E92C54C},,,2020,113554.9258,1504.078138
620,2021,CA,USF,MDF,GULCH,4685,2021/08/12 00:00:00+00,2021/08/13 00:00:00+00,1,1,,52.51308,,,,,,2020,377430.8398,2460.3166
621,2021,CA,CDF,BDU,ABERDEEN,14481,2021/10/05 00:00:00+00,2021/10/08 00:00:00+00,14,1,1,45.5523,,,{74227EDC-62DE-4CD3-86C1-0824066E87C0},,,2020,289918.1055,3357.530029
622,2021,CA,CDF,TGU,CANNON,8356,2021/07/14 00:00:00+00,2021/07/14 00:00:00+00,7,1,1,43.3417,,,{7336B9BA-7B78-4F42-A589-6611597985D9},,,2020,301282.1875,2611.590109
623,2021,CA,CDF,TGU,FORK,8487,2021/07/17 00:00:00+00,2021/07/17 00:00:00+00,9,1,1,40.82636,REFRACTION,,{D84E890E-6DF9-40F8-AE6A-43CAF4F3783A},,,2020,281808.6875,3066.329215
624,2021,CA,CDF,SHU,HIDING,8125,2021/08/01 00:00:00+00,2021/08/02 00:00:00+00,2,1,1,41.50576,,,{9322A614-EB6C-4F0B-8708-F0855B600A2F},,,2020,290559.957,3147.131639
625,2021,CA,CDF,SHU,CREEKSIDE,7277,2021/07/12 00:00:00+00,2021/07/13 00:00:00+00,9,1,1,23.22825,,,{E818278F-30A4-4144-B6C7-99996F074E89},,,2020,162162.2695,2484.785336
626,2021,CA,CDF,SHU,MAXWELL,11059,2021/10/05 00:00:00+00,2021/10/10 00:00:00+00,7,1,1,76.48464,,,{10BCDEC8-2FA6-480A-9500-9A7D47A13F9D},,,2020,538284.5664,4057.041972
627,2021,CA,CDF,SHU,COW,6200,2021/06/20 00:00:00+00,2021/06/26 00:00:00+00,2,3,1,761.1113, ,,{AF603979-4526-4EA0-9A72-EE8D9057EDE8},,,2020,5340043.988,12304.19191
628,2021,CA,CDF,SHU,ROCK,5984,2021/06/15 00:00:00+00,2021/06/19 00:00:00+00,2,1,1,107.1646, ,,,,,2020,753830.9922,4574.984404
629,2021,CA,CDF,SHU,FAWN,10480,2021/09/22 00:00:00+00,2021/09/29 00:00:00+00,7,3,1,8576.493,Auto-generated by EGP-IRWIN,,{0EC52428-9E20-46D4-B4C8-AFCD50F9DDA2},,,2020,60482385.65,62296.72974
630,2021,CA,CDF,NEU,BEALE,14952,2021/06/13 00:00:00+00,2021/06/19 00:00:00+00,11,1,1,201.303,,,{CAC428F0-D720-4A90-BD3D-345B1A8F2EB9},,,2020,1356606.363,7798.924221
631,2021,CA,LRA,NEU,FIDDYMENT,12790,2021/05/23 00:00:00+00,2021/05/23 00:00:00+00,14,5,1,55.11501,,,{178DFDBC-D9AA-4072-9D6D-1CF095C879C0},,,2020,368047.9492,4411.860916
632,2021,CA,CDF,NEU,HUTTO,13592,2021/05/31 00:00:00+00,2021/05/31 00:00:00+00,2,1,1,11.46257,,,{F268A90E-9D7E-42E5-9F46-9E4ABF4A3CEA},,,2020,77278.06641,1489.562814
633,2021,CA,CDF,NEU,LOMA,21071,2021/08/08 00:00:00+00,2021/08/10 00:00:00+00,2,1,1,12.10306,,,{632E0251-0305-4D8D-8EC8-F15DF2897630},,,2020,81916.97656,1553.262511
634,2021,CA,CDF,NEU,SPENCEVILLE,13577,2021/05/31 00:00:00+00,2021/06/04 00:00:00+00,14,5,1,21.81921,,,{C7C16CD8-5400-4FA2-A8BF-FCA57C0D0EB9},,,2020,146961.2266,1658.177463
635,2021,CA,LRA,NEU,WISE,124781,2021/05/19 00:00:00+00,2021/05/20 00:00:00+00,11,1,1,18.2641,,,,,,2020,122304.3906,1544.113384
636,2021,CA,CDF,NEU,GLEN,21381,2021/08/11 00:00:00+00,2021/08/11 00:00:00+00,10,7,1,184.0656, ,,{4B4FCCFA-C0D0-4388-BDEA-A5FE855060CE},,,2020,1249403.332,6300.941045
637,2021,CA,CDF,NEU,RIVER,20628,2021/08/04 00:00:00+00,2021/08/13 00:00:00+00,14,7,1,2618.794, ,,{CD496AEC-A7E7-4F99-A9B2-C7501A1C0A2D},,,2020,17629432.46,30707.81411
638,2021,CA,CDF,NEU,INTANKO,14434,2021/06/08 00:00:00+00,2021/06/16 00:00:00+00,14,1,1,938.9399,,,{7C9AC1EE-C688-472D-9705-FE4178D3DE5C},,,2020,6318144.02,16870.9325
639,2021,CA,CDF,NEU,FRENCHTOWN,19068,2021/07/20 00:00:00+00,2021/07/22 00:00:00+00,10,1,1,54.10636,,,{0D59BA70-6560-4CAE-9E2A-8338CA1FCC8E},,,2020,367060.6641,3358.423185
640,2021,CA,CDF,NEU,QUAIL,11859,2021/05/12 00:00:00+00,2021/05/12 00:00:00+00,9,1,1,25.35059,,,{C623065A-0619-410C-9A38-888202C2781A},,,2020,171304.918,2361.26222
641,2021,CA,CDF,NEU,SPRING,14801,2021/06/12 00:00:00+00,2021/06/16 00:00:00+00,2,1,1,18.20975,,,{4E4B18A2-82BC-4E2B-BF85-AEED88C7C985},,,2020,123101.9844,1789.660769
642,2021,CA,LRA,NEU,WATT,15817,2021/06/21 00:00:00+00,2021/06/23 00:00:00+00,14,1,1,39.57343,,,{EB58F929-87A8-4803-9608-02F1C0C23988},,,2020,263568.0547,2825.321546
643,2021,CA,CDF,AEU,SALMON,11707,2021/05/01 00:00:00+00,2021/05/01 00:00:00+00,14,1,1,31.73762,,,{7EF731E7-E602-4138-967D-2E0DC3F448D6},,,2020,211634.4922,2540.168887
644,2021,CA,CDF,AEU,BELL,13708,2021/05/20 00:00:00+00,2021/05/20 00:00:00+00,2,1,1,18.61205,,,{EA26125A-638B-4414-B644-28DE2B6E5B57},,,2020,123299.0156,1628.985844
645,2021,CA,CDF,AEU,GOOSE,16510,2021/06/13 00:00:00+00,2021/06/13 00:00:00+00,2,1,1,65.68092,,,,,,2020,432205.4648,3444.848792
646,2021,CA,CDF,AEU,BLACKSTONE,17502,2021/06/21 00:00:00+00,2021/06/21 00:00:00+00,9,1,1,34.85899,,,{0BD8B7B4-2C1B-49DE-8C3A-86268703F1D4},,,2020,231589.9922,2143.979142
647,2021,CA,CDF,AEU,STEINS,18047,2021/06/26 00:00:00+00,2021/06/26 00:00:00+00,9,1,1,13.73235,,,{5DDB0E07-9D4D-4652-8267-383BAA438F11},,,2020,91277.00781,3142.997438
648,2021,CA,CDF,AEU,LAWRENCE,26385,2021/09/05 00:00:00+00,2021/09/05 00:00:00+00,14,1,1,45.94286,,,{2E5D69A7-98E7-4241-9F8B-13222AA9B024},,,2020,304279.4922,2553.265106
649,2021,CA,CDF,AEU,SETTLERS,13605,2021/05/19 00:00:00+00,2021/05/19 00:00:00+00,2,1,1,45.35123,,,{CC1590DC-3051-4F83-9F56-0751C656C08E},,,2020,300596.4414,3378.575398
650,2021,CA,CDF,SHU,PINE,6331,2021/06/23 00:00:00+00,2021/06/23 00:00:00+00,2,1,1,50.93539,,,,,,2020,356470.7539,3139.791789
651,2021,CA,CDF,SHU,HOUSE,8225,2021/08/04 00:00:00+00,2021/08/09 00:00:00+00,3,1,1,59.11795,,,,,,2020,415496.1797,3304.571069
652,2021,CA,CDF,BDU,SOUTH,12298,2021/08/25 00:00:00+00,2021/09/02 00:00:00+00,14,3,1,810.9695, ,,{AC34C5D2-D3D5-49C3-8CDD-A49E4B8E2186},,,2020,4808983.957,16562.19847
653,2021,CA,CDF,BDU,ALABAMA,8199,2021/06/18 00:00:00+00,2021/06/21 00:00:00+00,1,1,1,566.5927,3 fires that burned into 1.,,{65EB9E58-415E-418B-A300-F784BFED0000},,,2020,3566649.211,12433.68332
654,2021,CA,LRA,MEU,HOPKINS,11886,2021/09/12 00:00:00+00,2021/09/19 00:00:00+00,7,3,1,253.9064,,,{BE282AB5-DEB9-4F76-AD29-DC4BBEFF33AF},,,2020,1714855.902,7163.090273
655,2021,CA,CCO,SBC,BALLARD,6763,2021/06/08 00:00:00+00,2021/06/09 00:00:00+00,5,1,1,37.1573,,,{06D33638-676F-46DE-90D8-6900C99A13B0},,,2020,222814.3945,4835.326818
656,2021,CA,CCO,SBC,ONE,7344,2021/06/21 00:00:00+00,2021/06/22 00:00:00+00,5,1,1,37.05353,,,{5398FBCD-0204-456A-8B0F-A1A45E0977C8},,,2020,221572.7891,3102.803103
657,2021,CA,CCO,SBC,CABALLO,10947,2021/09/06 00:00:00+00,2021/09/07 00:00:00+00,2,1,1,69.51533,,,{F6E12077-C96E-48B3-867D-638087B40688},,,2020,416871.4414,7245.440822
658,2021,CA,CDF,LNU,SODA,6134,2021/04/17 00:00:00+00,2021/04/17 00:00:00+00,5,1,1,1.20866,,,{DAB6EA80-C393-4EDF-9458-F23884750C4D},,,2020,8055.453125,389.7807375
659,2021,CA,CDF,LNU,CERRITO,6212,2021/04/18 00:00:00+00,2021/04/18 00:00:00+00,9,1,1,1.056455,,,,,,2020,7094.75,391.3540875
660,2021,CA,CDF,LNU,MUNIZ,6305,2021/04/20 00:00:00+00,2021/04/20 00:00:00+00,5,1,1,2.227886,,,{FC1FC2A9-8B16-4A99-A393-BBB0813D45AE},,,2020,14745.20313,521.1592674
661,2021,CA,CDF,LNU,TULLEY,6772,2021/04/28 00:00:00+00,2021/04/30 00:00:00+00,5,1,1,62.66148,,,{3ADCE17E-82BD-43EB-A1E1-0F75A30B3104},,,2020,416141.9336,2981.475997
662,2021,CA,CDF,LNU,WILSON,6827,2021/04/29 00:00:00+00,2021/04/29 00:00:00+00,5,1,1,1.552339,,,{DD5A63AC-679A-48BD-9603-C249EC50BD86},,,2020,10328.99219,462.6340484
663,2021,CA,CDF,LNU,COUNTY,7374,2021/05/08 00:00:00+00,2021/05/08 00:00:00+00,11,1,1,2.854398,,,,,,2020,19001.35938,638.5582904
664,2021,CA,CDF,LNU,LOPEZ,7390,2021/05/08 00:00:00+00,2021/05/11 00:00:00+00,2,1,1,55.25064,,,{E3334A93-232D-4E6A-85A9-934698F15BEA},,,2020,361697.5352,3198.162964
665,2021,CA,CDF,LNU,MOODY,7966,2021/05/16 00:00:00+00,2021/05/17 00:00:00+00,9,1,1,20.24225,,,{46BA5E28-BF8E-4772-9A10-F88BA70F9DD6},,,2020,134086.8906,1689.146471
666,2021,CA,CDF,LNU,WEST,8516,2021/05/26 00:00:00+00,2021/05/26 00:00:00+00,10,1,1,2.58838,,,{C631C178-E7BF-43BD-A444-AA342B82E232},,,2020,17132.08203,540.4750705
667,2021,CA,CDF,LNU,GROVE,8530,2021/05/26 00:00:00+00,2021/05/26 00:00:00+00,14,1,1,8.765407,,,{38DBEA97-7B89-4075-A0B2-40834C20F689},,,2020,57675.94531,1159.548581
668,2021,CA,CDF,LNU,ACACIA,8736,2021/05/29 00:00:00+00,2021/05/29 00:00:00+00,2,1,1,6.082049,,,{C6E88140-8C55-41D7-94C4-9EA75B90F47F},,,2020,40184.58594,1055.994916
669,2021,CA,CDF,LNU,DREAM,11470,2021/06/23 00:00:00+00,2021/06/23 00:00:00+00,7,1,1,4.769748,,,{BCD26B2E-A498-4096-942E-B047DC2F51DD},,,2020,31392.32813,769.1524617
670,2021,CA,CDF,LNU,GRANGE,11470,2021/07/07 00:00:00+00,2021/07/07 00:00:00+00,2,1,1,6.612106,,,{BCD26B2E-A498-4096-942E-B047DC2F51DD},,,2020,43608.45313,1151.747327
671,2021,CA,CDF,LNU,GIBSON,13170,2021/07/20 00:00:00+00,2021/07/22 00:00:00+00,7,1,1,29.98372,,,{CE7AFC1A-B520-439B-8F12-8981CC1372A0},,,2020,197580.6758,2232.545408
672,2021,CA,CDF,LNU,EASTSIDE,13464,2021/08/03 00:00:00+00,2021/08/04 00:00:00+00,2,1,1,10.85849,,,{B818F9BF-0826-4DC7-ADD5-20949EF12954},,,2020,72149.05859,1196.395819
673,2021,CA,CDF,LNU,PLYE,13792,2021/08/07 00:00:00+00,2021/08/07 00:00:00+00,7,1,1,6.29127,,,{0EBA00AC-02FA-4EE2-9D3C-711AD692C04C},,,2020,42376.30469,926.6712534
674,2021,CA,CDF,LNU,NEWELL,18453,2021/10/11 00:00:00+00,2021/10/11 00:00:00+00,10,1,1,137.1334,,,{CB824C09-8CFF-4572-A6A5-E59AA3D613EA},,,2020,899414.3086,5250.501641
675,2021,CA,CDF,LNU,DIMOND,13180,2021/07/30 00:00:00+00,2021/07/30 00:00:00+00,7,1,1,4.771153,,,{0E39B0F0-2D49-4617-B267-37644033109A},,,2020,31877.6875,1058.486029
676,2021,CA,CDF,LNU,STUBBS,13415,2021/08/02 00:00:00+00,2021/08/02 00:00:00+00,7,1,1,1.37785,,,{193793CA-6924-4EE7-87AF-EDF289AA7037},,,2020,9251.789063,417.9256317
677,2021,CA,CDF,LNU,SCOTTS,6769,2021/04/28 00:00:00+00,2021/04/28 00:00:00+00,9,1,1,8.720953,,,{407F6C18-524E-4929-BC73-87F43C546F30},,,2020,58736.39844,1454.226318
678,2021,CA,CDF,LNU,OLD,1062,2021/01/18 00:00:00+00,2021/01/18 00:00:00+00,11,1,1,3.873497,,,{A9439223-583B-495F-9706-629AD1AA062F},,,2020,25848.53906,756.577794
679,2021,CA,CDF,LNU,SPRING,1124,2021/01/19 00:00:00+00,2021/01/19 00:00:00+00,5,1,1,1.017629,,,{8111318C-A200-4323-AA46-78C5344605D3},,,2020,6736.792969,334.0909642
680,2021,CA,CDF,LNU,GREEN,7410,2021/05/08 00:00:00+00,2021/05/08 00:00:00+00,5,1,1,8.655844,,,{C0BF9AFD-D32A-42CC-B75C-4678ECBAE019},,,2020,58145.94141,1538.644948
681,2021,CA,CDF,LNU,CREEK WEST,9514,2021/06/09 00:00:00+00,2021/06/10 00:00:00+00,7,1,1,18.52191,,,{C73A5CCD-98BA-40EF-A5A0-268132FF3AA1},,,2020,123894.0703,1364.235275
682,2021,CA,CDF,LNU,SKY,6823,2021/04/29 00:00:00+00,2021/04/29 00:00:00+00,5,1,1,58.34655,,,{1F8293F9-D7D6-44A4-9F82-E7C38340A819},,,2020,390167.832,2873.109103
683,2021,CA,CDF,LNU,MUSTANG,9778,2021/06/13 00:00:00+00,2021/06/13 00:00:00+00,7,1,1,7.733727,,,{3C61A498-7C46-49CB-A848-CA0F84C8BAD5},,,2020,51569.26953,880.1330076
684,2021,CA,CDF,LNU,OAK,9827,2021/06/14 00:00:00+00,2021/06/14 00:00:00+00,2,1,1,2.842491,,,{E819A26F-F197-4EEA-851F-690182C7E889},,,2020,18991.38281,555.3291773
685,2021,CA,CDF,LNU,LEESVILLE,11226,2021/07/03 00:00:00+00,2021/07/03 00:00:00+00,8,1,1,5.558945,,,{05AD6812-5351-4546-AA4E-A271A29F9D13},,,2020,37438.71094,787.935723
686,2021,CA,CDF,LNU,SPRING,11569,2021/07/09 00:00:00+00,2021/07/09 00:00:00+00,9,1,1,1.90975,,,{6CD72515-3D69-43B5-B60E-E705F38859A2},,,2020,12644.34375,467.6411589
687,2021,CA,CDF,LNU,COLEMAN,12270,2021/07/18 00:00:00+00,2021/07/18 00:00:00+00,7,1,1,2.714847,,,{C0E9CBC5-9E6A-4B4D-BBE3-12FD5C95698C},,,2020,17912.99609,595.9980963
688,2021,CA,CDF,LNU,CREEK,13307,2021/08/01 00:00:00+00,2021/08/01 00:00:00+00,7,1,1,3.695564,,,{C444856D-B66F-4983-8953-2AD10ADE292C},,,2020,24640.68359,937.8176019
689,2021,CA,CDF,LNU,MIDDLE,14198,2021/08/13 00:00:00+00,2021/08/13 00:00:00+00,11,1,1,25.11647,,,{3F2EA2CB-2253-4BDA-A4F5-23368CD1C53C},,,2020,165056.8008,1627.57632
690,2021,CA,CDF,LNU,I-80 LYNCH,14456,2021/08/17 00:00:00+00,2021/08/17 00:00:00+00,10,1,1,1.08848,,,{48BE627B-DA90-40BE-AA53-8E430074426E},,,2020,7141.320313,528.1533265
691,2021,CA,CDF,LNU,CLOVER,15177,2021/08/26 00:00:00+00,2021/08/26 00:00:00+00,14,1,1,6.763107,,,{97C2C1FA-A4AE-43B0-A31F-5B193000E3D9},,,2020,45186.42578,818.171835
692,2021,CA,NPS,MNP,CASTLE,4963,2021/03/19 00:00:00+00,2021/03/21 00:00:00+00,4,7,1,5.136026,,,{867F5D9C-C40A-42BF-831A-D5BFCB288DA7},,,2020,31292.46875,1465.369354
693,2021,CA,CDF,LNU,CREEK,15397,2021/08/29 00:00:00+00,2021/08/29 00:00:00+00,7,1,1,1.284499,,,{9A304D40-2F10-4206-B272-1B24EA339D2C},,,2020,8543.523438,362.969167
694,2021,CA,CDF,LNU,MOUNTAIN,14876,2021/08/22 00:00:00+00,2021/08/22 00:00:00+00,7,1,1,1.039344,,,{864797F6-1D2B-4C4C-BBB9-381B675C56C4},,,2020,6912.84375,466.035335
695,2021,CA,LRA,LNU,KIWI,9470,2021/06/07 00:00:00+00,2021/06/07 00:00:00+00,2,1,1,1.75886,,,{B1497ADB-8B12-4EBD-855E-9F087F923CF2},,,2020,11575.72656,489.9099888
696,2021,CA,CDF,TCU,CAMPO,5400,2021/04/29 00:00:00+00,2021/05/04 00:00:00+00,5,1,1,159.9778,Escaped debris pile,,{2624C283-CFA6-40A9-B60B-9763DF180F73},,,2020,1050184.473,7467.235544
697,2021,CA,CDF,TCU,MILE,6637,2021/05/27 00:00:00+00,2021/05/28 00:00:00+00,7,1,1,507.8524,,,{ED523856-70C2-4D84-9ECD-F80E710AEE30},,,2020,3304328.934,10016.00295
698,2021,CA,CDF,TCU,LINE,4017,2021/03/28 00:00:00+00,2021/03/28 00:00:00+00,5,1,1,21.61033,,,{9C4A07DF-9969-4CDB-99C4-E3B56E77D619},,,2020,140340.4805,1938.253849
699,2021,CA,CDF,TCU,AIROLA,11033,2021/08/25 00:00:00+00,2021/08/26 00:00:00+00,14,1,1,644.3386,Cause Undetermined,,{DF941BFA-7C99-450B-A789-BC3C3C24B5FC},,,2020,4213097.047,12402.37206
700,2021,CA,CDF,TCU,WASHINGTON,11085,2021/08/26 00:00:00+00,2021/08/31 00:00:00+00,14,1,1,135.7753,"Fire was on SRA and LRA, Cause Undtermined",,{542621AE-74E9-4AA0-BBC3-DE2B17477436},,,2020,885531.5195,5669.030233
701,2021,CA,CDF,SHU,LITTLE,6860,2021/07/03 00:00:00+00,2021/07/04 00:00:00+00,9,6,1,15.33097,started from shooting,,{F9C44EDF-E551-4BBE-90D3-28472E920E36},,,2020,107866.7656,1828.984301
